type,title,rights,ispublished,full_text_status,pres_type,keywords,note,abstract,date_type,date,event_title,event_location,event_dates,event_type,id_number,institution,department,refereed,book_title,official_url,Attribute:id,publisher,publication,volume,pagerange,issn,succeeds,isbn,referencetext,place_of_pub,pages,grado,thesis_type,master_title,item_issues_count,number,monograph_type,series
book_section,The NeOn Ontology Models,none,pub,restricted,,,oeg,"Interoperability on multiple levels, concerning both the ontologies themselves and their engineering activities, is a key requirement for ontology networks to be efficient, with minimal redundancy and high reuse. This requirement has a strict binding for software tools that can support some interoperability levels, yet they can be hindered by a lack of shared models and vocabularies describing the resources to be handled, as well as the ways of handling them. Here, three examples of metalevel vocabularies are proposed, each covering at least one peculiar interoperability aspect: OMV for modeling the artifacts themselves, LIR for managing a multilingual layer on top of them, and C-ODO Light for modeling collaboration-supportive life cycle management tasks and processes. All of these models lend themselves to handling by dedicated software tools and are all being employed within NeOn products.",published,2012,,,,,,Informatica,Inteligencia_Artificial,TRUE,Ontology Engineering in a Networked World,,http://oa.upm.es/id/eprint/21450,Springer Berlin Heidelberg,,,65-92,,,978-3-642-24793-4,,,,,,,0,,,
book_section,Ontology Localization,none,pub,restricted,,,oeg,"In the context of the Semantic Web, resources on the net can be enriched by well-defined, machine-understandable metadata describing their associated conceptual meaning. These metadata consisting of natural language descriptions of concepts are the focus of the activity we describe in this chapter, namely, ontology localization. In the framework of the NeOn Methodology, ontology localization is defined as the activity of adapting an ontology to a particular language and culture. This adaptation mainly involves the translation of the natural language descriptions of the ontology from a source natural language to a target natural language, with the final objective of obtaining a multilingual ontology, that is, an ontology documented in several natural languages. The purpose of this chapter is to provide detailed and prescriptive methodological guidelines to support the performance of this activity.",published,2012,,,,,,Informatica,Inteligencia_Artificial,TRUE,Ontology Engineering in a Networked World,,http://oa.upm.es/id/eprint/21449,Springer Berlin Heidelberg,,,171-191,,,978-3-642-24793-4,,España,,,,,0,,,
book_section,Ontology Development by Reuse,none,pub,restricted,,,oeg,"This chapter presents methodological guidelines that allow engineers to reuse generic ontologies. This kind of ontologies represents notions generic across many fields, (is part of, temporal interval, etc.). The guidelines helps the developer (a) to identify the type of generic ontology to be reused, (b) to find out the axioms and definitions that should be reused and (c) to adapt and integrate the generic ontology selected in the domain ontology to be developed. For each task of the methodology, a set of heuristics with examples are presented. We hope that after reading this chapter, you would have acquired some basic ideas on how to take advantage of the great deal of well-founded explicit knowledge that formalizes generic notions such as time concepts and the part of relation.",published,2012,,,,,10.1007/978-3-642-24794-1_7,Informatica,Inteligencia_Artificial,TRUE,Ontology Engineering in a Networked World,,http://oa.upm.es/id/eprint/21465,Springer Berlin Heidelberg,,,147-170,,,978-3-642-24793-4,,,,,,,0,,,
book_section,Semantic Interoperability: Perspectives and Technology Evaluation,none,pub,restricted,,,oeg,"Interoperability between semantic technologies is a must because they need to be in communication to interchange ontologies and use them in the distributed and open environment of the SemanticWeb. However, such interoperability is not straightforward due to the high heterogeneity in such technologies. This chapter describes the problem of semantic technology interoperability from two different perspectives. First, from a theoretical perspective by presenting an overview of the different factors that affect interoperability and, second, from a practical perspective by reusing evaluation methods and applying them to six current semantic technologies in order to assess their interoperability.",published,2012,,,,,,Informatica,Inteligencia_Artificial,TRUE,"Semantic Interoperability: Issues, Solutions, and Challenges",,http://oa.upm.es/id/eprint/21470,River Publishers,,,7-24,,,978-87-92329-79-0,,,,,,,0,,,
conference_item,Map4rdf - Faceted Browser for Geospatial Datasets,none,pub,public,paper,"Linked Open Data, RDF Dataset, Geospatial",oeg,"Recently we have seen a large increase in the amount of geospatial data that is being published using RDF and Linked Data principles. Eorts such as the W3C Geo XG, and most recently the GeoSPARQL initiative are providing the necessary vocabularies to pub- lish this kind of information on the Web of Data. In this context it is necessary to develop applications that consume and take advantage of these geospatial datasets. In this paper we present map4rdf, a faceted browsing tool for exploring and visualizing RDF datasets enhanced with geospatial information.",published,2012,PMOD workshop,,2012,conference,,Informatica,Inteligencia_Artificial,TRUE,PMOD workshop,,http://oa.upm.es/id/eprint/14511,,,,,,,,,,,,,,0,,,
book_section,Integrating WordNet and Wiktionary with lemon,none,pub,public,,,oeg,"Nowadays, there is a significant quantity of linguistic data available on the Web. However, linguistic resources are often published using proprietary formats and, as such, it can be difficult to interface with one another and they end up confined in “data silos”. The creation of web standards for the publishing of data on the Web and projects to create Linked Data have lead to interest in the creation of resources that can be published using Web principles. One of the most important aspects of “Lexical Linked Data” is the sharing of lexica and machine readable dictionaries. It is for this reason, that the lemon format has been proposed, which we briefly describe. We then consider two resources that seem ideal candidates for the Linked Data cloud, namely WordNet 3.0 and Wiktionary, a large document based dictionary. We discuss the challenges of converting both resources to lemon , and in particular for Wiktionary, the challenge of processing the mark-up, and handling inconsistencies and underspecification in the source material. Finally, we turn to the task of creating links between the two resources and present a novel algorithm for linking lexica as lexical Linked Data.",published,2012,,,,,10.1007/978-3-642-28249-2_3,Informatica,Inteligencia_Artificial,TRUE,Linked Data in Linguistics,,http://oa.upm.es/id/eprint/21448,Springer Berlin Heidelberg,,,25-34,,,978-3-642-28248-5,,,,,,,0,,,
article,Publishing Orthology and Diseases Information in the Linked Open Data Cloud,none,pub,public,paper,"Genetic disease, linked (open) data, orthologs, RDF, semantic web SPARQL and OWL, OGOLOD system, OBO Foundry, Knowledge Base (KB)",oeg,"The Linked Data initiative offers a straight method to publish structured data in the World Wide Web and link it to other data, resulting in a world wide network of semantically codified data known as the Linked Open Data cloud. The size of the Linked Open Data cloud, i.e. the amount of data published using Linked Data principles, is growing exponentially, including life sciences data. However, key information for biological research is still missing in the Linked Open Data cloud. For example, the relation between orthologs genes and genetic diseases is absent, even though such information can be used for hypothesis generation regarding human diseases. The OGOLOD system, an extension of the OGO Knowledge Base, publishes orthologs/diseases information using Linked Data. This gives the scientists the ability to query the structured information in connection with other Linked Data and to discover new information related to orthologs and human diseases in the cloud.",published,2012,,,,conference,,Informatica,Inteligencia_Artificial,TRUE,,,http://oa.upm.es/id/eprint/14510,,Current Bioinformatics,7,,1574-8936,,,,,,,,,0,3,,
article,Translational research combining orthologous genes and human diseases with the OGOLOD dataset,none,pub,public,paper,"Linked Open Data, Linked Data, orthologous genes, human genetic disease, translational research, biomedicine, RDF, SPARQL, OWL, ontology",oeg,"OGOLOD is a Linked Open Data dataset derived from different biomedical resources by an automated pipeline, using a tailored ontology as a scaffold. The key contribution of OGOLOD is that it links, in new RDF triples, genetic human diseases and orthologous genes, paving the way for a more efficient translational biomedical research exploiting the Linked Open Data cloud.",published,2012,,,,conference,,Informatica,Inteligencia_Artificial,TRUE,,,http://oa.upm.es/id/eprint/14509,,"Semantic Web – Interoperability, Usability, Applicability an IOS Press Journal",,,,,,,,,,,,0,,,
book_section,Ontology Requirements Specification,none,pub,restricted,,,oeg,"The goal of the ontology requirements specification activity is to state why the ontology is being built, what its intended uses are, who the end users are, and which requirements the ontology should fulfill. This chapter presents detailed methodological guidelines for specifying ontology requirements efficiently. These guidelines will help ontology engineers to capture ontology requirements and produce the ontology requirements specification document (ORSD). The ORSD will play a key role during the ontology development process because it facilitates, among other activities, (1) the search and reuse of existing knowledge resources with the aim of reengineering them into ontologies, (2) the search and reuse of ontological resources (ontologies, ontology modules, ontology statements as well as ontology design patterns), and (3) the verification of the ontology along the ontology development.",published,2012,,,,,10.1007/978-3-642-24794-1_5,Informatica,Inteligencia_Artificial,TRUE,Ontology Engineering in a Networked World,,http://oa.upm.es/id/eprint/21466,Springer Berlin Heidelberg,,,93-106,,,978-3-642-24793-4,,,,,,,0,,,
book_section,The NeOn Methodology for Ontology Engineering,none,pub,restricted,,,oeg,"In contrast to other approaches that provide methodological guidance for ontology engineering, the NeOn Methodology does not prescribe a rigid workflow, but instead it suggests a variety of pathways for developing ontologies. The nine scenarios proposed in the methodology cover commonly occurring situations, for example, when available ontologies need to be re-engineered, aligned, modularized, localized to support different languages and cultures, and integrated with ontology design patterns and non-ontological resources, such as folksonomies or thesauri. In addition, the NeOn Methodology framework provides (a) a glossary of processes and activities involved in the development of ontologies, (b) two ontology life cycle models, and (c) a set of methodological guidelines for different processes and activities, which are described (a) functionally, in terms of goals, inputs, outputs, and relevant constraints; (b) procedurally, by means of workflow specifications; and (c) empirically, through a set of illustrative examples.",published,2012,,,,,10.1007/978-3-642-24794-1_2,Informatica,Inteligencia_Artificial,TRUE,Ontology Engineering in a Networked World,http://link.springer.com/chapter/10.1007%2F978-3-642-24794-1_2,http://oa.upm.es/id/eprint/21469,Springer Berlin Heidelberg,,,9-34,,,978-3-642-24793-4,,,,,,,0,,,
book_section,Introduction: Ontology Engineering in a Networked World,none,pub,restricted,,,oeg,"While ontology engineering is rapidly entering the mainstream, expert ontology engineers are a scarce resource. Hence, there is a need for practical methodologies and technologies, which can assist a variety of user types with ontology development tasks. To address this need, this book presents a scenario-based methodology, the NeOn Methodology, which provides guidance for all main activities in ontology engineering. The context in which we consider these activities is that of a networked world, where reuse of existing resources is commonplace, ontologies are developed collaboratively, and managing relationships between ontologies becomes an essential aspect of the ontological engineering process. The description of both the methodology and the ontology engineering activities is grounded in a comprehensive software environment, the NeOn Toolkit and its plugins, which provides integrated support for all the activities described in the book. Here we provide an introduction for the whole book, while the rest of the content is organized into 4 parts: (1) the NeOn Methodology Framework, (2) the set of ontology engineering activities, (3) the NeOn Toolkit and plugins, and (4) three use cases. Primary goals of this book are (a) to disseminate the results from the NeOn project in a structured and comprehensive form, (b) to make it easier for students and practitioners to adopt ontology engineering methods and tools, and (c) to provide a textbook for undergraduate and postgraduate courses on ontology engineering.",published,2012,,,,,10.1007/978-3-642-24794-1_1,Informatica,Inteligencia_Artificial,TRUE,Ontology Engineering in a Networked World,,http://oa.upm.es/id/eprint/21452,Springer Berlin Heidelberg,,,1-6,,,978-3-642-24793-4,,,,,,,0,,,
book_section,Scheduling Ontology Engineering Projects Using gOntt,none,pub,restricted,,,oeg,"In order to manage properly ontology development projects in complex settings and to apply correctly the NeOn Methodology, it is crucial to have knowledge of the entire ontology development life cycle before starting the development projects. The ontology project plan and scheduling helps the ontology development team to have this knowledge and to monitor the project execution. To facilitate the planning and scheduling of ontology development projects, the NeOn Toolkit plugin called gOntt has been developed. gOntt is a tool that supports the scheduling of ontology network development projects and helps to execute them. In addition, prescriptive methodological guidelines for scheduling ontology development projects using gOntt are provided.",published,2012,,,,,10.1007/978-3-642-24794-1_14,Informatica,Inteligencia_Artificial,TRUE,Ontology Engineering in a Networked World,,http://oa.upm.es/id/eprint/21468,Springer Berlin Heidelberg,,,303-317,,,978-3-642-24793-4,,,,,,,0,,,
article,datos.bne.es: A library linked dataset,none,unpub,public,paper,"Library Linked Data, Cultural Heritage Linked Data, Linked Open Data, Bibliographic Data, Authority Data, FRBR, RDF",oeg,"We describe the datos.bne.es library dataset. The dataset makes available the authority and bibliography catalogue from the Biblioteca Nacional de España (BNE, National Library of Spain) as Linked Data. The catalogue contains around 7 million authority and bibliographic records. The records in MARC 21 format were transformed to RDF and modelled using IFLA (International Federation of Library Associations) ontologies and other well-established vocabularies such as RDA (Resource Description and Access) or the Dublin Core Metadata Element Set. A tool named MARiMbA automatized the RDF generation process and the data linkage to DBpedia and other library linked data resources such as VIAF (Virtual International Authority File) or GND (Gemeinsame Normdatei, the authority dataset from the German National Library).",completed,2012,,,,,,Informatica,Inteligencia_Artificial,TRUE,,,http://oa.upm.es/id/eprint/14467,,Semantic Web Journal,,,,,,,,,,,,0,,,
conference_item,CreaDO – A Methodology to Create Domain Ontologies using Parameter-based Ontology Merging Techniques,none,pub,public,paper,"oeg, PROMEP",Ontology Engineering Group – OEG,"Nowadays, ontologies have become a key mechanism to represent the knowledge of a specific domain. Domain ontologies can be used for different purposes, one of them is the development of semantic search engines that obtain precise results by considering the meaning of the Web content. The construction of these ontologies usually requires a large amount of effort and time to be completed. One way of reducing such effort and time is using the reuse approach. When ontologies overlap, alignment techniques to merge such ontologies can be applied. However, the result of the ontology merging activity can be a very large ontology, difficult to understand and use. To overcome this problem, this paper describes a methodology, called CreaDO, to semi-automatically create domain ontologies. CreaDO focuses on performing a parameter-based ontology merge that allows the creation of a domain ontology only with relevant information for the ontology purpose.",published,2011-12,10th Mexican International Conference on Artificial Intelligence,"Puebla, Mexico",November 26-December 04 2011,conference,,Informatica,Inteligencia_Artificial,TRUE,Proceedings 10th Mexican International Conference on Artificial Intelligence,,http://oa.upm.es/id/eprint/10296,,,,,,,978-0-7695-4605-6,,,,,,,0,,,
article,A Semantically Enhanced UPnP Control Point for Sharing Multimedia Content,none,pub,public,,oeg,Ontology Engineering Group – OEG,"The Universal Plug and Play (UPnP) protocol lets users share multimedia content across devices and display it in multimedia renderers in homebased LANs. However, UPnP doesn’t support sharing this content between homes (for example, with friends, relatives, or workmates), and content can be difficult to find. A UPnP extension provides uniform access to multimedia content belonging to different homes, such as content from a user’s Facebook friends. In addition, an extended UPnP control point lets users add semantic annotations to their multimedia resources and link them to the linked data cloud to facilitate their discovery by others.",published,2011-12,,,,,10.1109/MIC.2011.83,Informatica,Inteligencia_Artificial,TRUE,,,http://oa.upm.es/id/eprint/10380,,IEEE Internet Computing,15,,1089-7801,,,,,,,,,0,6,,
conference_item,Ontology Lexicalisation: The lemon Perspective,none,pub,public,paper,"oeg, Monnet",Ontology Engineering Group – OEG,"Ontologies (Guarino1998) capture knowledge but fail to capture the structure and use of terms in expressing and referring to this knowledge in natural language. The structure and use of terms is the concern of terminology as well as lexicology. In recent years, the relevance of terminology in knowledge representation has been recognized again (for example the advent of SKOS1) but less consideration has been given to lexical and linguistic issues in knowledge representation (Buitelaar2010).",published,2011-11-10,9th International Conference on Terminology and Artificial Intelligence,"Paris, Francia",10 noviembre 2011,conference,,Informatica,Inteligencia_Artificial,TRUE,Proceedings of theWorkshops 9th International Conference on Terminology and Artificial Intelligence,http://tia2011.crim.fr/Workshop-Proceedings/TIAW-2011.pdf,http://oa.upm.es/id/eprint/9772,,,,,,,,,,,,,,0,,,
conference_item,Representing term variation in lemon,none,pub,public,paper,"oeg, Monnet, BabeLData",Ontology Engineering Group – OEG,"In this contribution our objective is to define term variation, analyze the state of the art, and propose a new classification of term variants according to our representation purposes in lemon, a lexiconontology model to enrich ontologies with linguistic descriptions.",published,2011-11-10,9th International Conference on Terminology and Artificial Intelligence,"Paris, Francia",10 noviembre 2011,conference,,Informatica,Inteligencia_Artificial,TRUE,Proceedings of theWorkshops 9th International Conference on Terminology and Artificial Intelligence,http://tia2011.crim.fr/Workshop-Proceedings/TIAW-2011.pdf,http://oa.upm.es/id/eprint/9771,,,,,,,,,,,,,,0,,,
conference_item,Conflación semántica sobre Linked Data,none,pub,public,paper,"oeg, España Virtual",Ontology Engineering Group – OEG,"Últimamente se está produciendo un gran apogeo en la publicación de información de muchas áreas temáticas en la Web de los Datos Enlazados (Linked Data). La información publicada en formato RDF tiene asociada un modelo conceptual (ontología) por el que se rige. El número de conjuntos de datos publicados y ontologías asociadas empieza a ser numeroso en distintas áreas, aunque las consultas de forma general han de realizarse de manera individualizada. En este artículo, mediante la conflación semántica, hemos desarrollado un enfoque y un sistema de consultas centralizadas que hace transparente para el usuario la diferente distribución de los datos en la nube que supone Linked Data.",published,2011-11,XIV Conferencia de la Asociación Española para la Inteligencia Artificial (CAEPIA2011),"La Laguna, España",7-10 noviembre 2011,conference,,Informatica,Inteligencia_Artificial,TRUE,Actas de XIV Conferencia de la Asociación Española para la Inteligencia Artificial (CAEPIA2011),http://erevista.aepia.org/index.php/aia/article/viewFile/919/742,http://oa.upm.es/id/eprint/9746,,,,,,,,,,,,,,0,,,
article,The landscape of multimedia ontologies in the last decade,none,pub,public,,"oeg, BUSCAMEDIA",Ontology Engineering Group – OEG,"Many efforts have been made in the area of multimedia to bridge the socalled “semantic-gap” with the implementation of ontologies from 2001 to the present. In this paper, we provide a comparative study of the most well-known ontologies related to multimedia aspects. This comparative study has been done based on a framework proposed in this paper and called FRAMECOMMON. This framework takes into account process-oriented dimension, such as the methodological one, and outcome-oriented dimensions, like multimedia aspects, understandability, and evaluation criteria. Finally, we derive some conclusions concerning this one decade state-of-art in multimedia ontologies.",published,2011-11,,,,,,Informatica,Inteligencia_Artificial,TRUE,,http://rd.springer.com/article/10.1007/s11042-011-0905-z,http://oa.upm.es/id/eprint/10379,Springer US,Multimedia Tools and Applications,,,1380-7501,,,,,,,,,0,,,
conference_item,Representing Translations on the Semantic Web,none,pub,public,paper,"oeg, Monnet, BabeLData",Ontology Engineering Group – OEG,"The increase of ontologies and data sets published in the
Web in languages other than English raises some issues related to the representation of linguistic (multilingual) information in ontologies. Such linguistic descriptions can contribute to the establishment of links between ontologies and data sets described in multiple natural languages in the Linked Open Data cloud. For these reasons, several models have been proposed recently to enable richer linguistic descriptions in ontologies. Among them, we nd lemon, an RDF ontology-lexicon model that denes specic modules for dierent types of linguistic descriptions. In this contribution we propose a new module to represent translation relations between lexicons in dierent natural languages associated to the same ontology or belonging to dierent ontologies. This module can enable the representation of dierent types of translation relations, as well as translation metadata such as provenance or the reliability score of translations.",published,2011-10,2nd International Workshop on the Multilingual Semantic Web (MSW 2011) In conjunction with the International Semantic Web Conference (ISWC2011),"Bonn, Germany",23 Octubre 2011,conference,,Informatica,Inteligencia_Artificial,TRUE,Proceedings of the 2nd International Workshop on the Multilingual Semantic Web (MSW 2011),http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/Workshops/MSW/Elena.pdf,http://oa.upm.es/id/eprint/10295,,,775,,,,ISSN 1613-0073,,,,,,,0,,,
conference_item,"Essentials In Ontology Engineering: Methodologies, Languages, And Tools",none,pub,public,paper,oeg,Ontology Engineering Group – OEG,"In the beginning of the 90s, ontology development was similar to an art: ontology developers did not have clear guidelines on how to build ontologies but only some design criteria to be followed. Work on principles, methods and methodologies, together with supporting technologies and languages, made ontology development become an engineering discipline, the so-called Ontology Engineering. Ontology Engineering refers to the set of activities that concern the ontology development process and the ontology life cycle, the methods and methodologies for building ontologies, and the tool suites and languages that support them. Thanks to the work done in the Ontology Engineering field, the development of ontologies within and between teams has increased and improved, as well as the possibility of reusing ontologies in other developments and in final applications. Currently, ontologies are widely used in (a) Knowledge Engineering, Artificial Intelligence and Computer Science, (b) applications related to knowledge management, natural language processing, e-commerce, intelligent information integration, information retrieval, database design and integration, bio-informatics, education, and (c) the Semantic Web, the Semantic Grid, and the Linked Data initiative. In this paper, we provide an overview of Ontology Engineering, mentioning the most outstanding and used methodologies, languages, and tools for building ontologies. In addition, we include some words on how all these elements can be used in the Linked Data initiative.",published,2011-10,CIB conference W078-W012 - 2nd Workshop on eeBuildings Data Models,"Sophia Antipolis, Francia",26-28 octobre 2011,conference,,Informatica,Inteligencia_Artificial,TRUE,Proceedings of the 2nd Workshop organized by the eeb data models community- CIB conference W078-W012,,http://oa.upm.es/id/eprint/9739,,,,,,,,,,,,,,0,,,
article,A Semantic Sensor Web for Environmental Decision Support Applications,none,pub,public,,"oeg, SemSorGrid4Env",Ontology Engineering Group – OEG,"Sensing devices are increasingly being deployed to monitor the physical world around us. One class of application for which sensor data is pertinent is environmental decision support systems, e.g., flood emergency response. For these applications, the sensor readings need to be put in context by integrating them with other sources of data aboutthe surrounding environment. Traditional systems for predicting and detecting floods rely on methods that need significant human resources. In this paper we describe a semantic sensor web architecture for integrating multiple heterogeneous datasets, including live and historic sensor data, databases, and map layers. The architecture provides mechanisms for discovering datasets, defining integrated views over them, continuously receiving data in real-time, and visualising on screen and interacting with the data. Our approach makes extensive use of web service standards for querying and accessing data, and semantic technologies to discover and integrate datasets. We demonstrate the use of our semantic sensor web architecture in the context of a flood response planning web application that uses data from sensor networks monitoring the sea-state around the coast of England.",published,2011-09-14,,,,,,Informatica,Inteligencia_Artificial,TRUE,,http://www.mdpi.com/1424-8220/11/9/8855/,http://oa.upm.es/id/eprint/10306,,Sensors,11,,1424-8220,,,,,,,,,0,9,,
conference_item,A Provenance-Aware Linked Data Application for Trip Management and Organization,none,pub,public,paper,"oeg, Webn+1",Ontology Engineering Group – OEG,"We present El Viajero, an application1 for exploiting, man-
aging and organizing Linked Data in the domain of news
and blogs about travelling. El Viajero makes use of several
heterogeneous datasets to help users to plan future trips,
and relies on the Open Provenance Model2 for modeling the
provenance information of the resources.",published,2011-09,7th International Conference on Semantic Systems,"Graz, Austria",7–9 September 2011,conference,,Informatica,Inteligencia_Artificial,TRUE,Proceedings of the 7th International Conference on Semantic Systems (I-Semantics),,http://oa.upm.es/id/eprint/10292,,,,,,,978-1-4503-0621-8,,,,,,,0,,,
book_section,An Introduction to Ontologies and Ontology Engineering,none,pub,public,,oeg,Ontology Engineering Group – OEG,"In the last decades, the use of ontologies in information systems has become more and more popular in various fields, such as web technologies, database integration, multi agent systems, natural language processing, etc. Artificial intelligent researchers have initially borrowed the word “ontology” from Philosophy, then the word spread in many scientific domain and ontologies are now used in several developments. The main goal of this chapter is to answer generic questions about ontologies, such as: Which are the different kinds of ontologies? What is the purpose of the use of ontologies in an application? Which methods can I use to build an ontology?",published,2011-08,,,,,,Informatica,Inteligencia_Artificial,TRUE,Ontologies in Urban Development Projects,,http://oa.upm.es/id/eprint/10381,Springer-Verlag,,,,,,978-0-85729-724-2,,,31,,,,0,,,
article,Semantically enabling UPnP Networks of Multimedia Home Content,none,pub,public,,oeg,Ontology Engineering Group – OEG,"There is plenty of multimedia content available in
our homes, stored in multimedia disk drives, personal computers, or digital cameras. Protocols like Universal Plug and Play (UPnP) allow sharing this content among storage devices and displaying them in multimedia renderers in the local area networks of our homes. However, UPnP does not provide native support for the exchange of resources across homes neither does it provide means to describe multimedia content so as to facilitate search across multimedia resources. In this paper we describe a set of extensions to the UPnP protocol to provide a uniform access to multimedia content belonging to different homes, as well as mechanisms to create tag-based and ontology-based metadata, allowing search and Linked-Data publishing of these multimedia resources.",published,2011-07,,,,,,Informatica,Inteligencia_Artificial,TRUE,,,http://oa.upm.es/id/eprint/10309,IEEE Region 9,IEEE Latin America Transactions,9,586-592,1548-0992,,,,,,,,,0,4,,
thesis,Software quality model for the evaluation of semantic technologies,none,unpub,public,,oeg,Ontology Engineering Group – OEG,"In order to obtain high-quality software products, the specification and evaluation of quality during the software development process is of crucial importance. One important component in software evaluation is the software quality model, since it provides the basis for software evaluation and gives a better insight of the software characteristics that influence its quality. Furthermore, quality models also ensure a consistent terminology for software product quality and provide guidance for its measurement.
In recent years, semantic technologies have started to gain importance and, as the field becomes more and more popular, the number of these technologies is increasing exponentially. Just as with any other software product, the quality of semantic technologies is an important concern, and multiple evaluations of semantic technologies have been performed. However, the problem is that there is no consistent terminology for describing the quality of semantic technologies and it is difficult to compare them because of differences in the meaning of the evaluation characteristics used. Also, existing software quality models do not define those quality characteristics that are specific to semantic technologies. 
This thesis presents a quality model for semantic technologies which aims to provide a common ground in the field of semantic technology evaluation. It also presents a new method for extending software quality models, based on a bottom-up approach, that is used to define the quality model for semantic technologies. Finally, this thesis describes the use of the semantic technology quality model in a web application that visualizes semantic technology evaluation results and provides semantic technology recommendations.",published,2011-06-21,,,,,,Informatica,Inteligencia_Artificial,TRUE,,,http://oa.upm.es/id/eprint/10186,,,,,,,,,,,,masters,Investigación en Inteligencia Artificial,0,,,
conference_item,Multipedia: Enriching DBpedia with Multimedia Information,none,pub,public,paper,"oeg, España Virtual",Ontology Engineering Group – OEG,"Enriching knowledge bases with multimedia information makes
it possible to complement textual descriptions with visual
and audio information. Such complementary information
can help users to understand the meaning of assertions, and
in general improve the user experience with the knowledge
base. In this paper we address the problem of how to enrich
ontology instances with candidate images retrieved from
existing Web search engines. DBpedia has evolved into a
major hub in the Linked Data cloud, interconnecting millions
of entities organized under a consistent ontology. Our
approach taps into the Wikipedia corpus to gather context
information for DBpedia instances and takes advantage of
image tagging information when this is available to calculate semantic relatedness between instances and candidate images. We performed experiments with focus on the particularly challenging problem of highly ambiguous names. Both methods presented in this work outperformed the baseline. Our best method leveraged context words from Wikipedia,tags from Flickr and type information from DBpedia to achieve an average precision of 80%.",published,2011-06,"3rd The Sixth International Conference on Knowledge Capture, K-CAP 2011","Banff, Alberta, Canada",25/06/2011-29/06/2011,conference,,Informatica,Inteligencia_Artificial,TRUE,"3rd The Sixth International Conference on Knowledge Capture, K-CAP 2011",,http://oa.upm.es/id/eprint/6964,,,,,,,,,,,,,,0,,,
conference_item,Towards a Quality Model for Semantic Technologies,none,pub,public,paper,"oeg, SEALS, EspOnt",Ontology Engineering Group – OEG,"Semantic technologies have become widely adopted in the
last years. However, in order to correctly evaluate them we need to ground evaluations in a common quality model. This paper presents some first steps towards the denition of such quality model for semantic technologies. First, some well-known software quality models are described,together with methods for extending them. Afterwards, a quality model for semantic technologies is defined by extending the ISO 9126 quality model.",published,2011-06,International Conference on Computational Science and Its Applications - ICCSA 2011,"Santander, Spain",Junio 2011,conference,,Informatica,Inteligencia_Artificial,TRUE,Computational Science and Its Applications - ICCSA 2011,,http://oa.upm.es/id/eprint/10185,Springer Lecture Notes in Computer Science,,6786,,,,978-3-642-21933-7,,,244,,,,0,,,
conference_item,"Semantics and Optimization of the SPARQL 1.1 Federation
Extension",none,pub,public,paper,"oeg, OGSA-DAI, ADMIRE, FONDECYT",Ontology Engineering Group – OEG,"The W3C SPARQL working group is defining the new SPARQL 1.1
query language. The current working draft of SPARQL 1.1 focuses mainly on the description of the language. In this paper, we provide a formalization of the syntax and semantics of the SPARQL 1.1 federation extension, an important fragment of the language that has not yet received much attention. Besides, we propose optimization techniques for this fragment, provide an implementation of the fragment including these techniques, and carry out a series of experiments that show that our optimization procedures could significantly speed up the query evaluation process.",published,2011,8th Extended Semantic Web Conference,,31/05/2011-02/06/2011,conference,,Informatica,Inteligencia_Artificial,TRUE,The Semantic Web: Research and Applications  - 8th Extended Semantic Web Conference,,http://oa.upm.es/id/eprint/7414,,,LNCS 6,,,,978-3-642-21033-4,,,,,,,0,,,
conference_item,Semantic Sensor Data Search in a Large-Scale Federated Sensor Network,none,pub,public,paper,"oeg, myBigData, PlanetData, SemSorGrid4Env",Ontology Engineering Group – OEG,"Sensor network deployments are a primary source of massive
amounts of data about the real world that surrounds us, measuring a wide range of physical properties in real time. However, in large-scale deployments it becomes hard to eectively exploit the data captured by the sensors, since there is no precise information about what devices are available and what properties they measure. Even when metadata is available, users need to know low-level details such as database schemas or names of properties that are specic to a device or platform. Therefore the task of coherently searching, correlating and combining sensor data becomes very challenging. We propose an ontology-based approach, that consists in exposing sensor observations in terms of ontologies enriched with semantic metadata, providing information such as: which sensor recorded what, where, when, and in which conditions. For this, we allow dening virtual semantic streams, whose ontological terms are related to the underlying sensor data schemas through declarative mappings, and can be queried in terms of a high level sensor network ontology.",published,2011,4th International Workshop on Semantic Sensor Networks 2011 in ISWC 2011,"Bonn, Germany",23 Octubre 2011,conference,,Informatica,Inteligencia_Artificial,TRUE,Proceedings: 4th International Workshop on Semantic Sensor Networks 2011,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/Workshops/SSN/ssn2.pdf,http://oa.upm.es/id/eprint/10294,,,,,,,,,,,,,,0,,,
